"Player","Match Stat Matches","Aces per Game","DFs per Game","Ace to DF ratio","1st Serve %","1st Serve W %","2nd Serve W %","Service Pts W %","BP save %","Service hold %"
"Tamara Zidansek","28","0.04","0.33","0.12","64.6","58.6","42.1","52.8","46.4","56.4"
"Jessica Pieri","14","0.02","0.18","0.11","69.5","55.3","40.2","50.7","48.9","52.5"
"Harriet Dart","5","0.04","0.39","0.1","58.3","54.8","36.8","47.3","37.8","42.9"
"Raluca Georgiana Serban","10","0.09","0.88","0.1","59.7","58.9","36.9","50","52.5","51"
"Maria Carle","37","0.05","0.52","0.1","68.8","58.3","37.6","51.9","52.3","55.5"
"Carlota Martinez Cirez","11","0.06","0.61","0.1","64.3","57.1","37.4","50.1","47.7","47.7"
"Yidi Yang","3","0.03","0.31","0.1","65.5","54.1","29.6","45.6","45.7","34.5"
"Alisa Oktiabreva","3","0.05","0.51","0.1","65.6","54.7","44.6","51.2","59.6","51.2"
"Darya Astakhova","4","0.02","0.21","0.1","68.3","50.7","37.9","46.7","50.9","39.5"
"Antonia Vergara Rivera","5","0.02","0.2","0.1","71.6","51.4","39.3","48","39.5","43.5"
"Carol Zhao","6","0.05","0.57","0.09","63","56.2","38","49.5","53.2","48.2"
"Andrea Lazaro Garcia","13","0.03","0.4","0.08","65.4","56.3","41.8","51.3","55.5","53.6"
"Arina Rodionova","4","0.03","0.37","0.08","63.9","53","41.1","48.7","51.2","47.4"
"Sara Errani","7","0.01","0.12","0.08","77.3","56.9","44.6","54.1","50.7","57.6"
"Giorgia Pedone","9","0.01","0.12","0.08","78.7","48.5","34.8","45.6","44.4","40.6"
"Gabriela Ce","4","0.03","0.38","0.08","62.1","56.8","41.2","50.9","55.3","50"
"Viktorija Golubic","10","0.02","0.29","0.07","67.4","54.4","47.4","52.1","53.5","52.7"
"Tessah Andrianjafitrimo","6","0.04","0.63","0.06","55.9","58.7","33.8","47.7","44.6","43.1"
"Haley Giavara","3","0.03","0.48","0.06","64.4","60.6","47.9","56.1","59.3","64.5"
"Sara Sorribes Tormo","6","0.02","0.39","0.05","73.4","55.5","42.1","51.9","57.1","59.1"
"Carla Markus","3","0.03","0.55","0.05","61","64.8","32.9","52.4","50","48.4"
"Ane Mintegi Del Olmo","5","0.02","0.5","0.04","71.7","54.4","39.8","50.3","44.9","50"
"Lucrezia Stefanini","9","0.01","0.38","0.03","67.3","53","41.4","49.2","48.9","48.4"
"Anastasia Gasanova","5","0.02","0.67","0.03","69.7","58","30.3","49.7","48.8","48.8"
"Katherine Sebov","3","0","0.09","0","78.7","51.7","50","51.3","37.5","56.5"
"Zeynep Sonmez","8","0","0.34","0","58.3","55.7","45.7","51.5","44.8","51.3"
"Cagla Buyukakcay","3","0","0.2","0","72.3","45","39.1","43.4","38.5","36"
"Ekatarina Makarova","5","0","0.27","0","69.3","52","39.8","48.3","47.9","49"
"Lian Tran","6","0","0.34","0","68.4","50","35.5","45.4","36.5","37.7"
"Kajsa Rinaldo Persson","3","0","0.36","0","70.6","59.7","45.2","55.5","44","57.6"
"Ekaterina Yashina","3","0","0.3","0","56.5","52.6","36.7","45.7","44","39.1"
"Irina Maria Bara","4","0","0.45","0","66","47.4","46.7","47.2","48.9","42.9"
"Giulia Safina Popa","3","0","0.51","0","62.9","59.6","41.8","53","54.3","54.3"
"Valentina Mediorreal Arias","3","0","0.32","0","64","53.8","38.4","48.3","50","46.4"
