"Player","Match Stat Matches","Opponent Aces per Game","Opponent DFs per Game","Opponent 1st Serve %","1st Return W %","2nd Return W %","Return Pts W %","BP W %","Opponent Hold %"
"Han Shi","6","0.06","0.46","57.6","38.4","54.1","45.1","60","64"
"Barbora Palicova","4","0.33","0.29","57.5","34.2","47.7","39.9","36.8","72.5"
"Shrivalli Rashmikaa Bhamidipaty","5","0.09","0.42","57.3","41.6","67.6","52.7","59.5","41.9"
"Darja Vidmanova","13","0.24","0.52","57.3","37","56.3","45.2","44.9","61.3"
"Martina Okalova","4","0.15","0.49","57.1","46.8","50.8","48.5","45.2","53.7"
"Sijia Wei","12","0.16","0.4","57","36.5","53.8","43.9","47.6","65.2"
"Alena Kovackova","3","0.18","0.52","56.9","32.5","55.9","42.6","50","66.7"
"Iryna Shymanovich","10","0.32","0.43","56.7","33","53.3","41.8","42.5","69.4"
"Ekaterine Gorgodze","9","0.32","0.37","56.5","38.6","56.5","46.4","42.7","58.2"
"Jesika Maleckova","3","0.28","0.55","56.5","33.3","50.5","40.8","43.3","67.5"
"Jessica Failla","3","0.55","0.66","56.4","35.6","62.6","47.3","44.4","57.9"
"Ayana Akli","3","0.29","0.41","55.9","37.1","54.8","44.9","54.2","61.8"
"Amandine Hesse","7","0.28","0.4","55.8","35.9","54.1","44","48.1","63.2"
"Kristina Mladenovic","3","0.39","0.45","55.7","33.6","47.1","39.6","52.6","67.7"
"Madison Brengle","3","0.36","0.56","55.6","33.8","60.4","45.6","31.9","58.3"
"Zarina Diyas","4","0.25","0.2","55.5","31.2","55.8","42.1","46.4","67.5"
"Tamara Zidansek","4","0.22","0.37","55.5","34.7","51.9","42.3","45.7","70.4"
"Nicole Fossa Huergo","9","0.24","0.44","55.4","32.5","45.2","38.2","47.8","73.8"
"Angelina Voloshchuk","3","0.28","0.28","55.2","29.4","58","42.2","50","64"
"Mirjam Bjorklund","3","0.21","0.55","54.8","37.8","66.1","50.6","62.9","47.6"
"Mihaela Buzarnescu","4","0.31","0.53","54.8","17.5","44.4","29.7","21.4","91.7"
"Anastasia Gasanova","5","0.32","0.38","53.9","38","57.9","47.2","43.3","55.4"
"Carolina Alves","3","0.23","0.3","53.4","34.4","45.7","39.7","64.3","70"
"Lea Ma","5","0.63","0.65","51.6","29.9","50","39.7","39.4","74.5"
"Maria Kozyreva","4","0.36","0.54","51.2","32.3","57.5","44.6","52","66.7"
"Yidi Yang","4","0.17","0.31","50.2","38.8","50.4","44.6","59.1","63.9"
"Jessica Hinojosa Gomez","3","0.32","0.28","48.5","23.1","40.6","32.1","57.1","84"
