"Player","Match Stat Matches","Aces per Game","DFs per Game","Ace to DF ratio","1st Serve %","1st Serve W %","2nd Serve W %","Service Pts W %","BP save %","Service hold %"
"Stefanos Tsitsipas","36","0.53","0.26","2.04","59.3","77","53.2","67.3","64.3","85.1"
"Luciano Darderi","55","0.51","0.25","2.04","60.1","70.5","51.9","63.1","59.7","79.4"
"Roman Safiullin","24","0.59","0.29","2.03","62.7","73.3","51.8","65.3","58.8","81"
"Ryan Seggerman","4","0.72","0.36","2","56.8","65","48.1","57.7","60.7","69.4"
"Ryan Peniston","3","0.26","0.13","2","75.8","65.3","51.1","61.9","66.7","71"
"Patrick Maloney","4","0.46","0.23","2","62.8","73.5","50.6","65","41.7","82.1"
"Yibing Wu","20","0.34","0.17","2","63.3","68.6","53.6","63.1","67.4","79.9"
"Christian Garin","23","0.37","0.19","1.95","62.8","68.5","51.9","62.4","61.1","77.4"
"Rinky Hijikata","37","0.33","0.17","1.94","61.6","67.7","50.6","61.1","61.1","75.2"
"Tristan Boyer","29","0.35","0.18","1.94","62.5","70","51.5","63.1","59.7","79.6"
"Laslo Djere","37","0.46","0.24","1.92","62","73.3","52.6","65.4","63.7","83.1"
"Alexander Shevchenko","47","0.48","0.25","1.92","61.8","69.2","47.6","61","55.4","73.8"
"Chris Rodesch","6","0.46","0.24","1.92","71.8","72.6","47.7","65.6","64.5","84.7"
"Jurij Rodionov","9","0.42","0.22","1.91","58.4","70.3","49","61.4","61.7","74.4"
"Daniil Medvedev","67","0.68","0.36","1.89","62","75.9","49.2","65.7","62","83.8"
"Colton Smith","23","0.47","0.25","1.88","64.2","70","51.6","63.4","64.3","79.1"
"Andrea Vavassori","12","0.62","0.33","1.88","59.1","75.6","50.5","65.3","58.9","80.8"
"Daniel Elahi Galan","23","0.43","0.23","1.87","63.4","69.1","47.8","61.3","65.4","76.4"
"Holger Vitus Nodskov Rune","48","0.41","0.22","1.86","62.2","72.6","53","65.2","65.6","83.5"
"Luka Pavlovic","5","0.72","0.39","1.85","58.4","71.7","52.2","63.6","77.6","83.6"
"Taro Daniel","25","0.42","0.23","1.83","60.2","70.4","47.9","61.4","62","76.8"
"Stefan Dostanic","3","0.52","0.29","1.79","68.8","68.2","48.3","62","68","81"
"Francesco Passaro","20","0.43","0.24","1.79","63.5","71.3","52.5","64.5","60.2","83.1"
"Thiago Monteiro","17","0.39","0.22","1.77","61.9","72.9","49.9","64.2","55.1","80.9"
"Nicolas Mejia","3","0.3","0.17","1.76","59.6","70.5","55.3","64.4","61.5","83.3"
"Pablo Carreno-Busta","25","0.28","0.16","1.75","62.1","68.8","51.4","62.2","61.3","77.2"
"Clement Tabur","10","0.33","0.19","1.74","65","72.1","56.1","66.5","59.3","82.9"
"Nikoloz Basilashvili","44","0.55","0.32","1.72","55.8","75.8","51.3","65","58.5","81.5"
"Facundo Diaz Acosta","4","0.55","0.32","1.72","63.3","69.3","46.2","60.8","51.5","69.8"
"Otto Virtanen","20","0.48","0.28","1.71","58","71.5","50.5","62.7","63.4","78.9"
"Sho Shimabukuro","7","0.34","0.2","1.7","57.1","72.1","54.9","64.7","48.1","83.1"
"Alex Michelsen","47","0.44","0.26","1.69","65.2","69.3","48.9","62.2","59.5","77.2"
"Hugo Dellien","18","0.2","0.12","1.67","70.7","64.4","49.9","60.1","57.7","74"
"Arthur Fils","27","0.35","0.21","1.67","62.8","70.6","53.4","64.2","61.3","80.9"
"Alejandro Davidovich Fokina","66","0.3","0.18","1.67","66.8","68.8","52.7","63.5","66.5","80"
"Hamish Stewart","3","0.72","0.43","1.67","61.5","73.5","47.2","63.4","74.2","82.6"
"Alex De Minaur","68","0.33","0.2","1.65","55.7","73.1","57","66","62.9","84.1"
"Mees Rottgering","3","0.41","0.25","1.64","66.2","65.8","48.7","60","52.4","68.8"
"Gilles Arnaud Bailly","4","0.21","0.13","1.62","63","74.4","53","66.5","72","85.1"
"Marko Topo","5","0.29","0.18","1.61","56.8","71.6","52.4","63.3","73.8","83.8"
