"Player","Match Stat Matches","Aces per Game","DFs per Game","Ace to DF ratio","1st Serve %","1st Serve W %","2nd Serve W %","Service Pts W %","BP save %","Service hold %"
"Ashlyn Krueger","118","0.34","0.43","0.79","64.2","64.3","44.6","57.3","55.3","66.9"
"Sophia Whittle","5","0.19","0.24","0.79","66.2","59.8","41.3","53.6","65.3","59.5"
"Alejandra Cisneros","1","0.5","0.63","0.79","57.6","50","40","45.8","61.5","37.5"
"Elise Mertens","297","0.37","0.47","0.79","58.2","67.5","45.2","58.2","56.1","69.1"
"Eugenie Bouchard","221","0.23","0.29","0.79","59.9","63.3","46.7","56.6","54.5","65.2"
"Marie-Eve Pelletier","21","0.23","0.29","0.79","61.9","61.1","43.5","54.4","55.1","61.2"
"Constance Sibille","2","0.37","0.47","0.79","57.6","72.5","35.6","56.8","57.1","68.4"
"Barbora Strycova","278","0.19","0.24","0.79","64.1","61","45.3","55.3","54.3","63"
"Priska Madelyn Nugroho","15","0.18","0.23","0.78","63.4","59.6","37.8","51.6","43.4","51.7"
"Caroline Dolehide","179","0.28","0.36","0.78","66.6","64.6","45.8","58.3","57.8","68.8"
"Jaqueline Cristian","99","0.25","0.32","0.78","59.2","62.8","44.3","55.3","52.4","62.9"
"Xiyu Wang","159","0.33","0.43","0.77","62.9","66.9","45.5","59","57.4","69.7"
"Vera Lapko","40","0.34","0.44","0.77","53.8","65.3","43.4","55.2","49.4","62.2"
"Rebecca Peterson","168","0.24","0.31","0.77","65.7","62.2","47.2","57.1","55","66.1"
"Mona Barthel","213","0.36","0.47","0.77","58.5","66.3","44.1","57.1","56.1","66.4"
"Peyton Stearns","89","0.25","0.33","0.76","64","62.8","44.5","56.2","54.2","64.3"
"Xinyu Wang","166","0.26","0.34","0.76","59.5","64.9","47.4","57.8","55.8","68.2"
"Meiling Wang","16","0.19","0.25","0.76","61.4","56.2","46.3","52.4","50","56.1"
"Elysia Bolton","4","0.32","0.42","0.76","63.7","56.9","44.2","52.3","51.4","55.3"
"Panna Udvardy","45","0.28","0.37","0.76","54.7","63.4","44.6","54.9","54.9","63.1"
"Mei Yamaguchi","20","0.16","0.21","0.76","63.2","60.4","47.4","55.6","52.9","62.1"
"Kayla Day","82","0.32","0.42","0.76","57.8","66.6","45","57.5","54.8","68"
"Anna Danilina","27","0.26","0.34","0.76","67.3","60.1","43","54.5","50.2","58.1"
"Desirae Krawczyk","1","0.25","0.33","0.76","65.8","62","50","57.9","20","66.7"
"Sarah Mildren","1","0.3","0.4","0.75","55.4","63.9","34.5","50.8","16.7","50"
"Ya Yi Yang","9","0.24","0.32","0.75","65.5","60.8","47","56","44.6","64.4"
"Cori Gauff","212","0.39","0.52","0.75","61.4","68","45","59.2","57.6","71.5"
"Elsa Jacquemot","53","0.43","0.57","0.75","58.9","65.3","39","54.5","52.4","61.3"
"Alycia Parks","108","0.6","0.8","0.75","55","69.3","40.8","56.5","53","64.8"
"Marta Paigina","1","0.67","0.89","0.75","52.9","66.7","37.5","52.9","33.3","55.6"
"Ana Konjuh","150","0.41","0.55","0.75","55.4","68.5","43.8","57.5","56.8","67.6"
"Dejana Radanovic","10","0.21","0.28","0.75","59.8","61.6","47.8","56.1","53.1","62.7"
"Nidhi Chilumula","3","0.39","0.52","0.75","54.5","65.5","32.9","50.6","42.9","47.8"
"Margarita Betova","85","0.3","0.4","0.75","60.6","64.8","42.9","56.2","56.6","64.7"
"Kateryna Baindl","191","0.18","0.24","0.75","67.7","60.3","47.1","56","53.8","64.6"
"Eirini Georgatou","16","0.15","0.2","0.75","71.6","61.2","51.4","58.4","64.4","70.4"
"Doroteja Eric","3","0.12","0.16","0.75","57","59.6","38","50.3","36.8","52"
"Yuliana Lizarazo","2","0.18","0.24","0.75","53.4","51.6","46.3","49.1","42.9","52.9"
"Stephanie Cohen-Aloro","17","0.3","0.4","0.75","59.6","62.6","43.3","54.8","52.1","59.8"
"Marina Erakovic","144","0.33","0.44","0.75","56.9","66","44.3","56.6","55.9","65"
"Anabel Medina Garrigues","113","0.12","0.16","0.75","63.8","60.5","43.7","54.4","52.4","59.9"
"Iva Jovic","39","0.17","0.23","0.74","61.5","63","49.8","57.9","61.6","69.8"
"Bianca Andreescu","125","0.23","0.31","0.74","62.7","64.6","48.5","58.6","56.3","69.1"
"Leonie Kung","32","0.17","0.23","0.74","66.4","59","45.9","54.6","53.1","61"
"Oliwia Szymczuch","2","0.23","0.31","0.74","55.7","75.5","41","60.2","72.7","76.9"
"Sophie Letcher","4","0.17","0.23","0.74","60.8","66","47.9","58.9","57.1","68.1"
"Yaroslava Shvedova","202","0.32","0.43","0.74","62.3","63","45.3","56.3","55.9","65.7"
"Varvara Lepchenko","362","0.2","0.27","0.74","66","62.9","47","57.5","55.1","65.7"
"Marina Shamayko","8","0.28","0.38","0.74","54","61.5","44","53.5","50.7","59.3"
"Gabriela Dabrowski","78","0.25","0.34","0.74","65.7","59","41.8","53.1","50.9","55.2"
"Maria Jose Portillo Ramirez","5","0.22","0.3","0.73","55.6","54.1","45.6","50.3","51.1","50"
"Marie Bouzkova","249","0.19","0.26","0.73","64.6","63.3","48.7","58.1","56.6","67.6"
"Mervana Jugic-Salkic","11","0.19","0.26","0.73","62","57.1","42.4","51.5","46.3","61.6"
"Jasmina Tinjic","7","0.27","0.37","0.73","64.2","55.5","42.5","50.8","52.8","52.1"
"Ani Mijacika","2","0.38","0.52","0.73","56.2","58.9","29.8","46.2","40.9","38.1"
"Ana Ivanovic","240","0.32","0.44","0.73","57.2","67.5","45.7","58.2","58.2","69.3"
"Jennifer Jackson","2","0.44","0.61","0.72","47.3","62.3","44.1","52.7","68","55.6"
"Hanne Vandewinkel","11","0.38","0.53","0.72","63.1","69.5","44.5","60.3","60.6","73.7"
"Polina Kudermetova","69","0.33","0.46","0.72","55.9","66.1","44.5","56.6","55.2","66.6"
"Katie Swan","25","0.31","0.43","0.72","56.5","63.3","43.1","54.5","57.7","60.7"
"Francoise Abanda","60","0.23","0.32","0.72","60.9","62","44.7","55.2","55.6","62.1"
"Michaella Krajicek","75","0.38","0.53","0.72","55.7","68.8","46.1","58.8","54","70.2"
"Justine Henin","23","0.33","0.46","0.72","54.4","68.3","51","60.4","56.7","72.4"
"Janette Husarova","2","0.21","0.29","0.72","62.9","37.7","38.9","38.1","29.4","14.3"
"Sada Nahimana","4","0.17","0.24","0.71","69.7","53.8","44.4","50.9","38.7","53.7"
"Nuria Brancaccio","5","0.17","0.24","0.71","64.1","57.6","36.5","50","42.9","48.1"
"Greetje Minnen","141","0.25","0.35","0.71","60.2","65.4","46.2","57.8","57.4","68.1"
"Ellen Perez","60","0.25","0.35","0.71","57.1","63.5","47.4","56.6","55.4","66.4"
"Nathalia Rossi","3","0.2","0.28","0.71","72.3","46.4","39.5","44.5","30.4","36"
"Elena Baltacha","84","0.2","0.28","0.71","57.6","64.8","46.4","57","55","66.9"
"Brenda Fruhvirtova","27","0.19","0.27","0.7","66.8","60.6","45.1","55.5","48.7","62.4"
"Elvina Kalieva","36","0.3","0.43","0.7","55.6","63.3","45.6","55.5","55.9","63.6"
"Mccartney Kessler","81","0.19","0.27","0.7","61.4","63.6","48.1","57.6","56","68.7"
"Mananchaya Sawangkaew","38","0.31","0.44","0.7","59.6","64.7","44.4","56.5","54.4","64.9"
"Olesya Pervushina","1","0.5","0.71","0.7","52.2","62.5","40.9","52.2","25","57.1"
"Danka Kovinic","175","0.31","0.44","0.7","55.7","64.6","43.7","55.3","51.7","62.1"
"Nastja Kolar","12","0.3","0.43","0.7","56.5","61.8","41.7","53","51.6","58.6"
"Paula Ormaechea","67","0.21","0.3","0.7","61.5","59.7","45.7","54.3","53.4","61.3"
"Pauline Parmentier","173","0.3","0.43","0.7","57.3","64.4","44.4","55.8","54.4","63.6"
"Natalie Grandin","27","0.19","0.27","0.7","61.7","60.4","45.6","54.7","55.5","62"
"Ekaterine Gorgodze","32","0.14","0.2","0.7","71.8","56.6","39.2","51.7","51.5","54.4"
"Nauhany Vitoria Leme Da Silva","2","0.33","0.48","0.69","44.7","74.5","44.1","57.7","41.7","66.7"
"Himeno Sakatsume","38","0.18","0.26","0.69","63.9","62.1","47.5","56.9","52.1","66.6"
"Dayana Yastremska","190","0.33","0.48","0.69","58.3","64.2","47","57","54.9","67.4"
"Charlotte Robillard-Millette","3","0.25","0.36","0.69","60.4","61.6","35.4","51.2","22.2","50"
"Jil Teichmann","154","0.22","0.32","0.69","60.6","63.6","47.7","57.3","53.7","66.9"
"Elizaveta Kulichkova","74","0.31","0.45","0.69","54","65.7","46.6","56.9","55.9","67.2"
"Laura Robson","93","0.36","0.52","0.69","56.3","66.5","45.1","57.2","55.3","67.2"
"Shuai Zhang","409","0.18","0.26","0.69","65.5","61.9","45.4","56.2","53","64.4"
"Justyna Jegiolka","4","0.2","0.29","0.69","51.7","60.7","44.4","52.8","58.8","57.1"
"Daniela Hantuchova","220","0.22","0.32","0.69","61.7","63.1","45.3","56.2","54","64.5"
"Wakana Sonobe","9","0.25","0.37","0.68","57.1","63.2","48.2","56.8","57.1","67.5"
"Diana Shnaider","110","0.19","0.28","0.68","63.6","64.5","48.8","58.8","53.6","70.4"
"Linda Klimovicova","12","0.43","0.63","0.68","54.5","67.5","43.6","56.6","55.1","64.2"
"Ipek Oz","14","0.15","0.22","0.68","67.6","56.1","49.3","53.9","52","59"
"Katerina Stewart","11","0.17","0.25","0.68","65.2","56.9","46.6","53.3","54.6","59.3"
"Barbora Stefkova","17","0.23","0.34","0.68","63.5","61.3","45.7","55.6","50","62.1"
"Katie Boulter","143","0.32","0.47","0.68","55.2","66.6","45","56.9","54.1","66.5"
"Isabella Shinikova","33","0.27","0.4","0.68","61.6","61.8","43.2","54.7","55.2","61.5"
"Vera Dushevina","165","0.23","0.34","0.68","59","62.7","45.3","55.6","50.8","63"
"Jamie Lee Hampton","78","0.26","0.38","0.68","55.9","67.3","46.9","58.3","56.2","69.9"
"Heidi El Tabakh","35","0.26","0.38","0.68","57.5","63.3","44.2","55.2","55.1","62.7"
"Amandine Hesse","57","0.32","0.47","0.68","51.2","65","41.4","53.5","56.2","59.2"
"En Shuo Liang","76","0.22","0.33","0.67","59.7","62.5","45.6","55.7","51.8","63.3"
"Isabella Bozicevic","2","0.29","0.43","0.67","60.2","44.1","33.3","39.8","31.3","21.4"
"Nicole Khirin","1","0.67","1","0.67","47.8","57.6","47.2","52.2","73.3","55.6"
"Simona Waltert","37","0.28","0.42","0.67","60.1","64","43.7","55.9","53.3","64.2"
"Weronika Falkowska","5","0.4","0.6","0.67","53.9","57.5","38.4","48.7","46","48.1"
"Raquel Atawo","2","0.29","0.43","0.67","60.6","62.7","29.6","49.6","52.2","47.6"
"Rosie Cheng","2","0.24","0.36","0.67","42.9","68.6","40.9","52.8","45","56"
"Nicole Fossa Huergo","9","0.37","0.55","0.67","62.8","71.3","41.1","60.1","51.2","75"
"Jia Qi Kang","20","0.26","0.39","0.67","58.6","60.5","42.1","52.9","53.4","55"
"Ashley Kratzer","17","0.36","0.54","0.67","60.2","62.4","40.2","53.6","53.5","60.2"
"Harmony Tan","50","0.16","0.24","0.67","55.2","62.1","44.8","54.4","49.1","58.5"
"Dasha Ivanova","1","0.18","0.27","0.67","85.7","54.2","25","50","53.8","45.5"
"Komal Safdar","1","0.29","0.43","0.67","59.5","40.9","20","32.4","14.3","14.3"
"Varvara Flink","52","0.28","0.42","0.67","60.4","62.5","44","55.2","53.7","62.1"
"Yanina Wickmayer","333","0.24","0.36","0.67","63.9","64.6","46.1","57.9","56.3","68.4"
"Tammi Patterson","22","0.29","0.43","0.67","60","60.1","44.4","53.8","43.1","58.1"
"Kazusa Ito","2","0.1","0.15","0.67","63.4","52.6","44.4","49.6","41.2","50"
"Jade Hopper","2","0.12","0.18","0.67","50.4","53.4","56.1","54.8","50","58.8"
"Christina McHale","360","0.22","0.33","0.67","61.9","62.8","44","55.6","55","63.5"
"Angela Haynes","18","0.2","0.3","0.67","62.6","66.7","45.5","58.8","49.2","68.4"
"Andrea Petkovic","300","0.2","0.3","0.67","65.3","61.7","46","56.2","52.8","63.7"
"Alexandra Stevenson","23","0.44","0.66","0.67","54.3","67","44.2","56.5","56.3","66.4"
"Alexandra Riley","1","0.29","0.43","0.67","58.6","41.2","37.5","39.7","33.3","14.3"
"Ahsha Rolle","5","0.3","0.45","0.67","60.8","61.1","44.8","54.7","44.4","57.4"
"Lily Fairclough","1","0.57","0.86","0.66","49.1","57.7","25.9","41.5","50","28.6"
"Alina Charaeva","13","0.27","0.41","0.66","61.3","63.4","40.5","54.5","56.2","62.6"
"Shilin Xu","46","0.25","0.38","0.66","61.8","60.6","43.1","53.9","51.9","60.3"
"Belinda Bencic","291","0.27","0.41","0.66","61.2","66.9","46","58.8","56.8","70.1"
"Donna Vekic","312","0.33","0.5","0.66","54.3","67.2","43.6","56.4","53.3","65.4"
"Victoria Marie Mitchele Larriere","15","0.25","0.38","0.66","54.6","67","42.5","55.9","52.2","63.3"
"Timea Bacsinszky","153","0.19","0.29","0.66","63.8","59.2","45.4","54.2","53.2","62.5"
"Bojana Bobusic","9","0.19","0.29","0.66","66.7","60.6","40.4","53.9","52.1","58.2"
"Aki Yamasoto","5","0.21","0.32","0.66","57.4","62.3","44.4","54.6","44.1","59.6"
"Maaya Rajeshwaran Revathi","5","0.3","0.46","0.65","41.2","68","41.5","52.4","54.5","56.5"
"Selena Janicijevic","17","0.17","0.26","0.65","61.2","58.8","49.5","55.2","54.5","62.2"
"Alice Rame","5","0.15","0.23","0.65","61.7","58.3","47.6","54.2","59.2","62.3"
"Georgia Brescia","4","0.13","0.2","0.65","63.2","58.2","43.6","52.8","59.1","60.9"
"Bernarda Pera","195","0.32","0.49","0.65","60.6","64.9","44.9","57","57.3","66.6"
"Jovana Jovic","60","0.26","0.4","0.65","55.9","64.9","42","54.8","52.3","61.8"
"Basak Eraydin","12","0.31","0.48","0.65","55.3","56","40.9","49.3","34.1","47.3"
"Valeria Savinykh","102","0.17","0.26","0.65","62.6","60.5","45.5","54.9","52","61.1"
"Urszula Radwanska","251","0.17","0.26","0.65","63.7","60.1","44.7","54.5","51.6","60.2"
"Jelena Jankovic","294","0.26","0.4","0.65","61.8","64","45","56.7","55.8","66.1"
"Ekaterina Lopes","30","0.31","0.48","0.65","55.5","63.1","40.6","53.1","47.7","59.5"
"Caitlin Whoriskey","5","0.15","0.23","0.65","63.2","60.2","50.3","56.6","47.7","62.3"
"Alla Kudryavtseva","209","0.24","0.37","0.65","60.3","62.8","44.1","55.4","52.7","61.7"
"Jana Kovackova","1","0.69","1.08","0.64","46.3","68.4","36.4","51.2","40","53.8"
"Amanda Anisimova","179","0.23","0.36","0.64","64.4","64.3","48.1","58.5","55.9","69.7"
"Emily Appleton","8","0.47","0.73","0.64","55.3","69.1","38.9","55.6","52.5","61.2"
"Nina Stojanovic","75","0.28","0.44","0.64","58","64","46.4","56.6","56.1","65.9"
"Leolia Jeanjean","56","0.23","0.36","0.64","59.9","63.9","48.5","57.7","50.9","66"
"Lenka Tvaroskova","2","0.09","0.14","0.64","73.9","45.7","39","43.9","40.7","27.3"
"Ekaterina Yashina","13","0.23","0.36","0.64","56.2","57.6","40.6","50.1","50.8","50"
"Alize Lim","40","0.16","0.25","0.64","65.4","59","42.4","53.3","53.3","56.9"
"Melisa Ercan","5","0.24","0.38","0.63","55.5","63.8","42.2","54.1","57.6","58.8"
"Cadence Brace","18","0.15","0.24","0.63","59","59.2","51","55.9","54.9","64.2"
"Petra Marcinko","24","0.17","0.27","0.63","61.8","62.1","43.9","55.1","55","61.4"
"Tara Wurth","14","0.12","0.19","0.63","65.9","59.7","45.6","54.9","53.8","62.1"
"Mariia Tkacheva","3","0.26","0.41","0.63","67.9","65.1","44.3","58.4","73.1","74.1"
"Maria Timofeeva","33","0.17","0.27","0.63","64.9","60.9","46.2","55.7","50.2","63.5"
"Anastasia Tikhonova","26","0.27","0.43","0.63","53.1","64","45.5","55.3","53.8","61.2"
"Sinja Kraus","21","0.2","0.32","0.63","56.5","62.7","45.6","55.2","63.4","69.7"
"Maddison Inglis","96","0.22","0.35","0.63","62.3","62.8","46.7","56.7","50.9","64.4"
"Yafan Wang","232","0.2","0.32","0.63","60.9","62.3","46.2","56","55.4","63.9"
"Sloane Stephens","342","0.15","0.24","0.63","65.4","61.2","47","56.3","55.4","65"
"Nadejda Guskova","5","0.32","0.51","0.63","54.6","62.3","36","50.3","46.3","53.2"
"Andrea Hlavackova","103","0.29","0.46","0.63","59.3","64","43.4","55.6","52.5","62.9"
"Alexandra Bozovic","10","0.23","0.37","0.62","63.2","54.4","42.5","50","50","54.8"
"Barbara Bonic","2","0.18","0.29","0.62","61.2","52.1","37.8","46.6","41.2","41.2"
"Anna-Lena Groenefeld","46","0.32","0.52","0.62","55.9","65.5","43.1","55.6","52.8","63.2"
"Ajla Tomljanovic","297","0.28","0.45","0.62","59.9","64.7","43","56","53.9","63.8"
"Jazmin Ortenzi","2","0.14","0.23","0.61","67.1","57.5","40.4","51.9","60","54.5"
"Thasaporn Naklo","7","0.28","0.46","0.61","57.3","59.4","45.1","53.3","43.1","56.7"
"Nao Hibino","294","0.17","0.28","0.61","65.2","60.6","46.8","55.8","54.6","63.4"
"Beatriz Haddad Maia","196","0.2","0.33","0.61","66.4","66.2","45.6","59.3","56.9","69.5"
"Nigina Abduraimova","62","0.31","0.51","0.61","59.3","65","42.5","55.8","53.3","63.3"
"Anna Gerasimou","6","0.3","0.49","0.61","51.3","65.3","46.9","56.4","47.9","63.8"
"Chia Yi Tsao","2","0.15","0.25","0.6","66.4","64.9","30.8","53.4","18.2","55"
"Clervie Ngounoue","24","0.27","0.45","0.6","61","62.8","46.1","56.3","52.8","63.7"
"Kristina Novak","1","0.3","0.5","0.6","56.5","62.5","32.4","49.4","58.3","50"
"Marta Kostyuk","178","0.31","0.52","0.6","58.6","66.3","44.6","57.3","55.9","66.9"
"Valentina Ryser","3","0.28","0.47","0.6","51.5","68.1","40.2","54.5","44.4","58.3"
"Caroline Werner","6","0.12","0.2","0.6","62.8","59.2","53.7","57.1","52.7","62.3"
"Joanna Zawadzka","1","0.25","0.42","0.6","51.2","53.5","39","46.4","50","41.7"
"Victoria Smirnova","1","0.25","0.42","0.6","52.8","61.7","38.1","50.6","40","50"
"Isabelle Wallace","8","0.27","0.45","0.6","60.6","59.9","53.9","57.5","52.5","65.9"
"Simona Halep","361","0.18","0.3","0.6","65.1","63.1","47.1","57.5","54.5","67.8"
"Sofia Shapatava","33","0.18","0.3","0.6","54.6","61.4","43.7","53.4","51.4","58.2"
"Na Li","174","0.21","0.35","0.6","65.4","64.7","47.4","58.7","57","70.3"
"Maria Sanchez","43","0.3","0.5","0.6","56.8","62.7","42.1","53.8","50","58"
"Ling Zhang","52","0.12","0.2","0.6","64","57.8","43.3","52.6","53.9","56.6"
"Amelia Herring","2","0.38","0.63","0.6","57.9","51.6","35.6","44.9","50","37.5"
"Alexandra Vagramov","1","0.47","0.8","0.59","57.6","71.7","35.9","56.5","68.8","66.7"
"Leylah Annie Fernandez","199","0.24","0.41","0.59","62.7","66.2","47.5","59.2","57.3","71.4"
"Yi Tsen Cho","1","0.33","0.56","0.59","58.3","57.1","40","50","33.3","55.6"
"Abigail Guthrie","2","0.44","0.75","0.59","46.4","60.8","30.5","44.5","33.3","37.5"
"Gabriela Lee","14","0.2","0.34","0.59","62.5","62","43.6","55.1","52.3","62.3"
"Chloe Paquet","77","0.29","0.49","0.59","58.9","62.9","43.4","54.9","52.3","61.2"
"Irina Khromacheva","54","0.3","0.51","0.59","55.2","63.8","44.3","55","50.5","61.6"
"Lin Zhu","286","0.17","0.29","0.59","61.7","61.7","46.2","55.8","54.9","63.8"
"Erin Routliffe","13","0.36","0.61","0.59","56.8","58.7","41.1","51.1","55.3","51.1"
"Saisai Zheng","265","0.13","0.22","0.59","65.2","58.1","46.2","54","51.4","59.3"
"Stephanie Foretz","50","0.23","0.39","0.59","57.9","62.8","45.5","55.5","57.1","63.1"
"Maria Sharapova","234","0.36","0.61","0.59","62.1","67.5","44.8","58.9","57","70.6"
"Maria Kirilenko","169","0.2","0.34","0.59","63.4","64","46.8","57.7","53.6","67"
"Lara Arruabarrena","183","0.16","0.27","0.59","61.1","61.2","45.2","55","53.5","61.8"
"Karin Knapp","102","0.3","0.51","0.59","55.7","64.9","43.1","55.2","54.7","63"
"Joanna Carswell","4","0.2","0.34","0.59","52.8","53.3","32.1","43.3","47.6","37.1"
"Stefania Bojica","3","0.21","0.36","0.58","60.7","54.3","44","50.3","50","53.6"
"Moyuka Uchijima","107","0.25","0.43","0.58","56.8","64.4","44.2","55.6","54.6","62.9"
"Elena-Gabriela Ruse","117","0.28","0.48","0.58","55.9","65.9","44.2","56.4","55.6","65.2"
"Oceane Dodin","89","0.38","0.66","0.58","53.1","68.8","41.6","56.1","56.6","65.5"
"Tamari Chalaganidze","2","0.29","0.5","0.58","63.3","37.1","36.1","36.7","40","14.3"
"Carolin Daniels","4","0.47","0.81","0.58","55.7","65.6","42.5","55.4","54.3","62.8"
"Kristina Mladenovic","283","0.3","0.52","0.58","57.3","64.7","41.7","54.9","52.2","61.3"
"Mara Santangelo","11","0.26","0.45","0.58","64.2","63.7","46.1","57.4","61.1","71.4"
"Lilia Osterloh","15","0.19","0.33","0.58","56.8","63","46.4","55.8","45.5","64.1"
"Kathrin Woerle-Scheller","43","0.19","0.33","0.58","61.6","59.4","42.6","52.9","51.9","57.1"
"Johanna Larsson","199","0.19","0.33","0.58","64.5","60.6","46.2","55.5","52.7","63.4"
"Chieh Yu Hsu","18","0.21","0.36","0.58","53.6","59.3","40.6","50.6","46.3","48.7"
"Beatrice Capra","9","0.11","0.19","0.58","65.6","53.3","41.8","49.3","50.5","48.9"
"Mary Stoiana","7","0.12","0.21","0.57","61.7","56.2","50","53.8","42.6","53.7"
"Amelia Rajecki","1","0.8","1.4","0.57","43.5","66.7","51.3","58","25","70"
"Carson Branstine","14","0.26","0.46","0.57","57.2","64.9","39.5","54","52.3","59.6"
"Tereza Mihalikova","7","0.28","0.49","0.57","59.3","62.2","39.5","53","56.1","58"
"Xiaodi You","84","0.2","0.35","0.57","60","60.5","41.3","52.8","49","56.6"
"Susan Bandecchi","9","0.28","0.49","0.57","62.1","62.9","42.7","55.2","55.3","60.4"
"Ivana Jorovic","37","0.29","0.51","0.57","59.6","62.3","41.8","54","52.1","59.1"
"Naiktha Bains","40","0.24","0.42","0.57","60.1","57.7","43","51.8","51.1","53.6"
"Ching-Wen Hsu","7","0.17","0.3","0.57","61.5","53.9","40.3","48.7","32","46"
"Rosalie Van Der Hoek","1","0.4","0.7","0.57","49.4","55.3","43.6","49.4","42.9","60"
"Chanel Simmonds","22","0.12","0.21","0.57","65.8","57.7","47.4","54.2","52.2","61.2"
"Natela Dzalamidze","2","0.32","0.56","0.57","54.6","65","42.2","54.6","56.5","60"
"Kim Clijsters","89","0.26","0.46","0.57","62.9","67.5","48.7","60.5","60.2","74.1"
"Karolina Wlodarczak","8","0.21","0.37","0.57","55.7","58.6","44.9","52.5","45.5","56.1"
"Jessica Moore","26","0.16","0.28","0.57","65.3","54.2","38.4","48.7","45.7","45.5"
"Irina-Camelia Begu","258","0.24","0.42","0.57","61.8","62.2","45.2","55.7","54","63.5"
"Eleana Yu","2","0.23","0.41","0.56","59.5","61.4","40","52.7","52.4","54.5"
"Varvara Gracheva","162","0.19","0.34","0.56","60.9","61.4","47","55.8","52.7","63.2"
"YeXin Ma","34","0.2","0.36","0.56","57","60.9","45.7","54.4","52.1","58.2"
"Olivia Rogowska","84","0.23","0.41","0.56","61.2","61.6","42.4","54.1","48.4","58.3"
"Lyudmyla Kichenok","62","0.32","0.57","0.56","55.7","65.3","42.8","55.4","54.3","61.8"
"Akiko Yonemura","7","0.25","0.45","0.56","46.9","64","38.5","50.5","41.8","50.8"
"Akasha Urhobo","4","0.17","0.31","0.55","64.8","58.6","42.4","52.9","50","54.8"
"Ella Seidel","53","0.27","0.49","0.55","58.8","65.3","44.9","56.9","57.9","66.8"
"Quinn Gleason","17","0.11","0.2","0.55","72.5","53.9","42.2","50.7","43.9","52.2"
"Yuliya Hatouka","13","0.32","0.58","0.55","61.2","64.2","41.1","55.3","56","62.3"
"Miriam Bianca Bulgaru","10","0.23","0.42","0.55","59","57.3","50","54.3","42.5","58.4"
"Marketa Vondrousova","146","0.28","0.51","0.55","58.3","65.6","46.5","57.6","54.9","68"
"Sachia Vickery","206","0.17","0.31","0.55","57.9","61.7","45.1","54.7","52.1","61.1"
"Katarzyna Piter","59","0.16","0.29","0.55","65","59.1","46.9","54.8","53.4","61.5"
"Iveta Benesova","105","0.17","0.31","0.55","60.4","63.4","46.3","56.7","55.8","66.8"
"Gisela Dulko","67","0.22","0.4","0.55","59","61.5","43.6","54.1","52.4","60.5"
"Elena Vesnina","245","0.23","0.42","0.55","61","63.1","45.1","56.1","56.5","64.9"
"Chihiro Takayama","3","0.21","0.38","0.55","59.2","59.4","37","50.3","40","48.3"
"Aravane Rezai","89","0.28","0.51","0.55","56.1","65.1","43.2","55.5","52.9","63.5"
"Anastasia Rodionova","188","0.16","0.29","0.55","62.2","60.8","46.1","55.2","53.8","62.7"
"Harriet Dart","157","0.2","0.37","0.54","53.7","62.2","45.1","54.3","53.5","60.1"
"Tereza Martincova","185","0.14","0.26","0.54","70","60.3","45.8","55.9","52.5","63.5"
"Yulia Putintseva","372","0.13","0.24","0.54","67.9","60.7","46.2","56.1","54.6","64.1"
"Storm Hunter","105","0.19","0.35","0.54","62.1","61.5","45.6","55.5","53.4","63.4"
"Lidziya Marozava","8","0.22","0.41","0.54","61.2","59.5","39","51.6","53.1","51.9"
"Vera Zvonareva","263","0.21","0.39","0.54","61.9","65.5","45.5","57.9","57.2","69.3"
"Tomoko Yonemura","18","0.15","0.28","0.54","61.1","59.5","40.2","52","47.7","58.2"
"Karolina Nowak","2","0.07","0.13","0.54","79.1","52.8","26.3","47.3","33.3","46.7"
"Julie Ditty","11","0.2","0.37","0.54","69.7","57.8","44.3","53.7","60.7","63.5"
"Eva Hrdinova","10","0.42","0.78","0.54","51.8","65.7","35.6","51.2","44.4","55.9"
"Chin-Wei Chan","35","0.13","0.24","0.54","65","58.5","43.2","53.2","51.6","57.1"
"Arantxa Rus","180","0.22","0.41","0.54","65.5","62.4","44.3","56.1","54.8","64.4"
"Anastasia Pavlyuchenkova","442","0.27","0.5","0.54","60.1","66","43.8","57.1","54.7","66.9"
"Nikola Bartunkova","16","0.32","0.6","0.53","51.8","68.9","44.2","57","52.8","66.1"
"Antonia Ruzic","42","0.16","0.3","0.53","63.7","60.8","46.7","55.7","55","63.1"
"Han Shi","16","0.17","0.32","0.53","58.8","59.4","45.2","53.6","47.5","59.2"
"Amina Anshba","7","0.08","0.15","0.53","67.2","54.3","42.8","50.5","44.4","50.7"
"Natalia Vikhlyantseva","76","0.26","0.49","0.53","60.6","63.5","42.8","55.3","56.3","62.7"
"Masa Jovanovic","1","0.08","0.15","0.53","72.1","56.5","16.7","45.3","27.3","38.5"
"Jesika Maleckova","11","0.2","0.38","0.53","55.3","60.7","47.4","54.7","54.5","59.6"
"Risa Ozaki","131","0.1","0.19","0.53","68.2","56.7","45.2","53","49.1","56.4"
"Olga Doroshina","2","0.47","0.88","0.53","56.4","64.9","29.5","49.5","33.3","52.9"
"Aliaksandra Sasnovich","294","0.24","0.45","0.53","62.3","63.2","44.3","56.1","54.3","64.7"
"Giuliana Olmos","29","0.08","0.15","0.53","73.5","55.7","43.5","52.5","48.4","55"
"Mirjana Lucic-Baroni","156","0.33","0.62","0.53","54.3","65.2","43.3","55.2","53.3","62"
